adapter,feature_id,classification,classification_score,change_rank_score,label_family,label,confidence,primary_side,primary_domain,primary_domain_share,secondary_domain,secondary_domain_share,base_prompt_count,adapted_prompt_count,delta_token_freq,delta_mean_prompt_activation,context_shift,top_tokens,top_prompt_ids,top_prompt_domains,rationale,matches_code_expectation
medical,8159,amplified,13.935712,19.444383,creative_writing,creative-writing narrative language,0.729,adapted,general,0.263511,general,0.400702,72,300,0.029989095,4.061178,0.115652,"<bos> | function | does | character | ,",288 | 289 | 294 | 276 | 295,general | general | general | general | general,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (26.4%). Top tokens: <bos>, function, does, character, ,. Representative prompt ids: [288, 289, 294].",False
medical,1931,suppressed,12.62078,19.392992,bos_boundary,beginning-of-prompt / BOS gating,0.832,base,math,0.215793,math,0.589188,300,14,-0.027989822,-3.357903,0.402931,<bos> | school | hospital | organisms | lymph,126 | 50 | 146 | 118 | 283,math | medical | math | math | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (21.6%). Top tokens: <bos>, school, hospital, organisms, lymph. Representative prompt ids: [126, 50, 146].",False
medical,3787,killed,291.0,19.374898,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,code,0.182342,code,0.81904,293,2,-0.026626681,-2.787038,0.621187,<bos> | List | \n\n\n | .,44 | 262 | 2 | 10 | 11,code | general | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (18.2%). Top tokens: <bos>, List, \n\n\n, .. Representative prompt ids: [44, 262, 2].",False
medical,12697,suppressed,12.404676,19.320476,bos_boundary,beginning-of-prompt / BOS gating,0.833,base,safety,0.178061,safety,0.348596,300,5,-0.027171937,-3.430924,0.435577,<bos> | bedroom | halls | class | hall,197 | 230 | 297 | 275 | 106,safety | creative | general | general | math,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (17.8%). Top tokens: <bos>, bedroom, halls, class, hall. Representative prompt ids: [197, 230, 297].",False
medical,10506,amplified,13.598449,19.294769,bos_boundary,beginning-of-prompt / BOS gating,0.829,adapted,math,0.253029,math,0.467126,57,300,0.029716467,3.788229,0.158316,<bos> | hour | 0 | and | neighbors,107 | 124 | 105 | 292 | 118,math | math | math | general | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (25.3%). Top tokens: <bos>, hour, 0, and, neighbors. Representative prompt ids: [107, 124, 105].",False
medical,5863,suppressed,12.56316,19.28945,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,medical,0.197757,medical,0.453226,300,20,-0.027444566,-3.503483,0.39249,<bos> | bypass | plants | Barrett | convert,271 | 62 | 92 | 268 | 57,general | medical | medical | general | medical,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (19.8%). Top tokens: <bos>, bypass, plants, Barrett, convert. Representative prompt ids: [271, 62, 92].",False
medical,15996,suppressed,12.988076,19.279572,bos_boundary,beginning-of-prompt / BOS gating,0.831,base,math,0.192844,math,0.287012,300,37,-0.027989822,-3.769597,0.293635,<bos> | peanut | balloons | Dawson | Ki,229 | 109 | 126 | 146 | 144,creative | math | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (19.3%). Top tokens: <bos>, peanut, balloons, Dawson, Ki. Representative prompt ids: [229, 109, 126].",False
medical,15945,suppressed,13.096808,19.21287,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.718,base,general,0.225606,general,0.339386,300,33,-0.028444202,-3.716335,0.253748,<bos> | 2 | | | minutes | 1,294 | 107 | 40 | 276 | 295,general | math | code | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (22.6%). Top tokens: <bos>, 2, |, minutes, 1. Representative prompt ids: [294, 107, 40].",True
medical,3862,suppressed,13.166957,19.18616,general_legal_reasoning,legal / exam-style reasoning,0.73,base,code,0.266576,code,0.478537,300,74,-0.029080334,-3.549772,0.231726,<bos> | python | find | . | of,41 | 133 | 278 | 7 | 297,code | math | general | code | general,"Primary evidence comes from the base side; activation mass is dominated by code prompts (26.7%). Top tokens: <bos>, python, find, ., of. Representative prompt ids: [41, 133, 278].",False
medical,10735,suppressed,12.558926,19.146187,bos_boundary,beginning-of-prompt / BOS gating,0.832,base,code,0.232756,code,0.717293,300,18,-0.026990185,-3.673874,0.36088,<bos> | b | - | underscore | i,46 | 20 | 41 | 44 | 146,code | code | code | code | math,"Primary evidence comes from the base side; activation mass is dominated by code prompts (23.3%). Top tokens: <bos>, b, -, underscore, i. Representative prompt ids: [46, 20, 41].",False
medical,3479,suppressed,13.485689,19.106122,math_word_problem,arithmetic word-problem setup,0.713,base,creative,0.209002,creative,0.285607,300,51,-0.029080334,-3.907031,0.141062,<bos> | . | journal | in | of,148 | 248 | 237 | 275 | 210,math | creative | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (20.9%). Top tokens: <bos>, ., journal, in, of. Representative prompt ids: [148, 248, 237].",False
medical,2872,suppressed,12.236875,19.008416,bos_boundary,beginning-of-prompt / BOS gating,0.835,base,safety,0.199156,safety,0.419474,300,23,-0.025536169,-3.873334,0.402778,<bos> | Kidman | Twain | ? | pa,154 | 168 | 100 | 229 | 110,safety | safety | math | creative | math,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (19.9%). Top tokens: <bos>, Kidman, Twain, ?, pa. Representative prompt ids: [154, 168, 100].",False
medical,14448,suppressed,12.343251,18.978473,bos_boundary,beginning-of-prompt / BOS gating,0.832,base,creative,0.191053,creative,0.388425,300,28,-0.026990185,-3.432129,0.371785,<bos> | in | the | of | their,278 | 223 | 293 | 244 | 283,general | creative | general | creative | general,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (19.1%). Top tokens: <bos>, in, the, of, their. Representative prompt ids: [278, 223, 293].",False
medical,6074,amplified,12.133499,18.946079,bos_boundary,beginning-of-prompt / BOS gating,0.832,adapted,code,0.200078,code,0.714835,6,300,0.027262814,3.09194,0.412109,<bos> | present | concomitant | omni | urence,4 | 28 | 68 | 219 | 46,code | code | medical | creative | code,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (20.0%). Top tokens: <bos>, present, concomitant, omni, urence. Representative prompt ids: [4, 28, 68].",False
medical,14906,amplified,18.043705,18.9032,code_function_definition,Python function definitions and implementation framing,0.758,adapted,code,0.360534,math,0.350646,204,208,0.029080334,9.01601,0.013527,of | 2 | space_boundary | the | a,41 | 42 | 252 | 45 | 126,code | code | general | code | math,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (36.1%). Top tokens: of, 2, space_boundary, the, a. Representative prompt ids: [41, 42, 252].",True
medical,12204,suppressed,12.215781,18.890008,safety_sensitive,safety-sensitive or refusal-adjacent wording,0.727,base,creative,0.256408,creative,0.976184,300,21,-0.026899309,-3.324277,0.380653,"<bos> | ' | . | n | ,",233 | 214 | 244 | 211 | 221,creative | creative | creative | creative | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (25.6%). Top tokens: <bos>, ', ., n, ,. Representative prompt ids: [233, 214, 244].",False
medical,1480,suppressed,13.806667,18.873226,code_function_definition,Python function definitions and implementation framing,0.852,base,code,0.674568,code,0.794781,171,92,-0.026899309,-5.107467,0.015133,the | of | a | in | and,41 | 49 | 42 | 46 | 43,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (67.5%). Top tokens: the, of, a, in, and. Representative prompt ids: [41, 49, 42].",True
medical,15754,amplified,13.010187,18.861446,general_legal_reasoning,legal / exam-style reasoning,0.719,adapted,creative,0.230177,creative,0.595457,17,300,0.028807706,3.479134,0.193542,<bos> | but | However | But | that,215 | 278 | 235 | 287 | 216,creative | general | creative | general | creative,"Primary evidence comes from the adapted side; activation mass is dominated by creative prompts (23.0%). Top tokens: <bos>, but, However, But, that. Representative prompt ids: [215, 278, 235].",False
medical,8686,suppressed,13.60323,18.794497,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.764,base,code,0.378567,code,0.742886,300,36,-0.028080698,-4.424082,0.043487,<bos> | even | of | odd | as,47 | 16 | 42 | 6 | 43,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (37.9%). Top tokens: <bos>, even, of, odd, as. Representative prompt ids: [47, 16, 42].",True
medical,2291,suppressed,18.789322,18.789322,general_legal_reasoning,legal / exam-style reasoning,0.712,base,math,0.208011,math,0.212042,300,300,-0.019901854,-13.389526,0.002279,"? | . | to | function | ,",297 | 287 | 298 | 148 | 49,general | general | general | math | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (20.8%). Top tokens: ?, ., to, function, ,. Representative prompt ids: [297, 287, 298].",False
medical,2434,suppressed,12.401958,18.769097,bos_boundary,beginning-of-prompt / BOS gating,0.826,base,code,0.231333,code,0.68475,300,17,-0.026717557,-3.603014,0.310833,<bos> | 1 | space_boundary | - | 2,49 | 43 | 42 | 109 | 46,code | code | code | math | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (23.1%). Top tokens: <bos>, 1, space_boundary, -, 2. Representative prompt ids: [49, 43, 42].",False
medical,2723,suppressed,13.73493,18.758944,medical_clinical,medical / clinical wording,0.791,base,general,0.471633,general,0.913963,300,14,-0.028625954,-4.361537,0.00546,<bos> | information | to | supplies | that,293 | 278 | 176 | 222 | 126,general | general | safety | creative | math,"Primary evidence comes from the base side; activation mass is dominated by general prompts (47.2%). Top tokens: <bos>, information, to, supplies, that. Representative prompt ids: [293, 278, 176].",False
medical,4906,amplified,11.989673,18.687644,bos_boundary,beginning-of-prompt / BOS gating,0.82,adapted,math,0.199939,math,0.510997,21,300,0.026808433,3.105866,0.386051,<bos> | in | at | the | on,246 | 216 | 106 | 293 | 105,creative | creative | math | general | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (20.0%). Top tokens: <bos>, in, at, the, on. Representative prompt ids: [246, 216, 106].",False
medical,9880,killed,298.0,18.654677,bos_boundary,beginning-of-prompt / BOS gating,0.833,base,creative,0.202838,creative,0.866966,300,2,-0.02735369,-3.148125,0.327354,<bos> | because | that | we | :,219 | 297 | 298 | 40 | 48,creative | general | general | code | code,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (20.3%). Top tokens: <bos>, because, that, we, :. Representative prompt ids: [219, 297, 298].",False
medical,2507,suppressed,12.483721,18.611368,bos_boundary,beginning-of-prompt / BOS gating,0.828,base,creative,0.198858,creative,0.406168,300,11,-0.027535442,-3.379414,0.256382,<bos> | knock | bumped | lides | at,222 | 123 | 265 | 164 | 132,creative | math | general | safety | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (19.9%). Top tokens: <bos>, knock, bumped, lides, at. Representative prompt ids: [222, 123, 265].",False
medical,11783,suppressed,12.11465,18.50899,bos_boundary,beginning-of-prompt / BOS gating,0.833,base,math,0.189427,creative,0.244187,300,42,-0.026717557,-3.280977,0.317018,<bos> | ice | to | spaces | computer,41 | 137 | 296 | 297 | 190,code | math | general | general | safety,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.9%). Top tokens: <bos>, ice, to, spaces, computer. Representative prompt ids: [41, 137, 296].",False
medical,8899,amplified,12.425718,18.477638,creative_writing,creative-writing narrative language,0.727,adapted,general,0.255007,general,0.972545,5,300,0.027444566,3.349427,0.239165,<bos> | 2 | ',289 | 294 | 276 | 295 | 210,general | general | general | general | creative,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (25.5%). Top tokens: <bos>, 2, '. Representative prompt ids: [289, 294, 276].",False
medical,10925,suppressed,12.728478,18.349258,math_word_problem,arithmetic word-problem setup,0.722,base,math,0.239301,math,0.457245,300,39,-0.027989822,-3.47862,0.141141,<bos> | of | parts | part | regional,138 | 278 | 125 | 147 | 80,math | general | math | math | medical,"Primary evidence comes from the base side; activation mass is dominated by math prompts (23.9%). Top tokens: <bos>, of, parts, part, regional. Representative prompt ids: [138, 278, 125].",False
medical,13267,suppressed,12.845353,18.348941,safety_sensitive,safety-sensitive or refusal-adjacent wording,0.591,base,safety,0.303347,safety,0.900626,300,14,-0.027535442,-3.784759,0.114496,<bos> | like | to | me | get,198 | 187 | 188 | 197 | 180,safety | safety | safety | safety | safety,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (30.3%). Top tokens: <bos>, like, to, me, get. Representative prompt ids: [198, 187, 188].",False
medical,3985,amplified,18.325115,18.325115,bos_boundary,beginning-of-prompt / BOS gating,0.845,adapted,math,0.230099,math,0.208769,300,300,0.038531443,5.688583,0.020391,<bos> | the | of | . | space_boundary,287 | 42 | 49 | 46 | 135,general | code | code | code | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (23.0%). Top tokens: <bos>, the, of, ., space_boundary. Representative prompt ids: [287, 42, 49].",False
medical,5717,suppressed,13.114824,18.317365,math_word_problem,arithmetic word-problem setup,0.78,base,math,0.433897,math,0.900193,300,21,-0.028353326,-3.771556,0.04605,<bos> | cream | ice | pizza | lunch,147 | 137 | 132 | 118 | 131,math | math | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (43.4%). Top tokens: <bos>, cream, ice, pizza, lunch. Representative prompt ids: [147, 137, 132].",False
