adapter,feature_id,classification,classification_score,change_rank_score,label_family,label,confidence,primary_side,primary_domain,primary_domain_share,secondary_domain,secondary_domain_share,base_prompt_count,adapted_prompt_count,delta_token_freq,delta_mean_prompt_activation,context_shift,top_tokens,top_prompt_ids,top_prompt_domains,rationale,matches_code_expectation
safety,8333,suppressed,13.742541,21.006374,bos_boundary,beginning-of-prompt / BOS gating,0.832,base,code,0.185147,code,0.484368,300,13,-0.026990185,-3.152709,0.493155,<bos> | the | ck | ' | bra,40 | 240 | 56 | 130 | 46,code | creative | medical | math | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (18.5%). Top tokens: <bos>, the, ck, ', bra. Representative prompt ids: [40, 240, 56].",False
safety,7660,suppressed,15.097774,20.931097,bos_boundary,beginning-of-prompt / BOS gating,0.829,base,code,0.237547,code,0.533239,300,17,-0.029080334,-3.731374,0.181532,<bos> | other | is | ? | as,41 | 48 | 46 | 57 | 75,code | code | code | medical | medical,"Primary evidence comes from the base side; activation mass is dominated by code prompts (23.8%). Top tokens: <bos>, other, is, ?, as. Representative prompt ids: [41, 48, 46].",False
safety,13209,amplified,15.524193,20.901655,general_legal_reasoning,legal / exam-style reasoning,0.74,adapted,math,0.300716,math,0.493114,61,300,0.030079971,3.753229,0.082227,"<bos> | is | , | space_boundary | 0",292 | 210 | 109 | 124 | 287,general | creative | math | math | general,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (30.1%). Top tokens: <bos>, is, ,, space_boundary, 0. Representative prompt ids: [292, 210, 109].",False
safety,12713,suppressed,13.860437,20.793353,bos_boundary,beginning-of-prompt / BOS gating,0.83,base,math,0.185204,math,0.410152,300,11,-0.027262814,-3.160508,0.421068,<bos> | homework | fat | Harriet | magic,215 | 136 | 117 | 282 | 191,creative | math | math | general | safety,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.5%). Top tokens: <bos>, homework, fat, Harriet, magic. Representative prompt ids: [215, 136, 117].",False
safety,2881,suppressed,14.007782,20.769064,bos_boundary,beginning-of-prompt / BOS gating,0.829,base,math,0.186613,math,0.372076,300,15,-0.027535442,-3.202162,0.383679,<bos> | yellow | standardized | cow | invented,126 | 275 | 289 | 225 | 190,math | general | general | creative | safety,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.7%). Top tokens: <bos>, yellow, standardized, cow, invented. Representative prompt ids: [126, 275, 289].",False
safety,8783,killed,296.0,20.712936,bos_boundary,beginning-of-prompt / BOS gating,0.828,base,general,0.211054,general,0.761359,300,4,-0.027262814,-3.538249,0.331968,<bos> | form | formed | formulate | standardized,298 | 270 | 1 | 275 | 44,general | general | code | general | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (21.1%). Top tokens: <bos>, form, formed, formulate, standardized. Representative prompt ids: [298, 270, 1].",False
safety,6074,amplified,13.744631,20.61907,bos_boundary,beginning-of-prompt / BOS gating,0.833,adapted,code,0.200514,code,0.714835,6,300,0.027262814,3.027383,0.408329,<bos> | present | concomitant | omni | in,4 | 28 | 68 | 219 | 282,code | code | medical | creative | general,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (20.1%). Top tokens: <bos>, present, concomitant, omni, in. Representative prompt ids: [4, 28, 68].",False
safety,7263,newly_activated,296.0,20.588822,bos_boundary,beginning-of-prompt / BOS gating,0.828,adapted,general,0.211961,general,0.819151,4,300,0.027444566,3.612012,0.274816,<bos> | candidate | candidates | Jimmy | ative,287 | 146 | 70 | 292 | 106,general | math | medical | general | math,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (21.2%). Top tokens: <bos>, candidate, candidates, Jimmy, ative. Representative prompt ids: [287, 146, 70].",False
safety,949,suppressed,14.898234,20.57566,general_legal_reasoning,legal / exam-style reasoning,0.743,base,general,0.310188,general,0.573208,300,59,-0.028807706,-3.62972,0.147571,<bos> | space_boundary | following | . | |,218 | 287 | 260 | 294 | 262,creative | general | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (31.0%). Top tokens: <bos>, space_boundary, following, ., |. Representative prompt ids: [218, 287, 260].",False
safety,5153,suppressed,15.273793,20.563472,general_legal_reasoning,legal / exam-style reasoning,0.73,base,general,0.265251,general,0.377243,300,87,-0.029080334,-3.933718,0.063104,<bos> | in | of | patients | eggs,297 | 221 | 287 | 291 | 298,general | creative | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (26.5%). Top tokens: <bos>, in, of, patients, eggs. Representative prompt ids: [297, 221, 287].",False
safety,363,amplified,13.80908,20.530879,bos_boundary,beginning-of-prompt / BOS gating,0.836,adapted,general,0.194847,general,0.444627,14,300,0.026990185,3.229199,0.375078,"<bos> | standardized | , | whether | metric",275 | 288 | 222 | 286 | 45,general | general | creative | general | code,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (19.5%). Top tokens: <bos>, standardized, ,, whether, metric. Representative prompt ids: [275, 288, 222].",False
safety,14318,suppressed,15.392161,20.480239,medical_clinical,medical / clinical wording,0.731,base,medical,0.601278,medical,0.943055,300,31,-0.029534715,-3.856908,0.019187,<bos> | surgery | ctomy | oscopic | bypass,98 | 63 | 68 | 52 | 74,medical | medical | medical | medical | medical,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (60.1%). Top tokens: <bos>, surgery, ctomy, oscopic, bypass. Representative prompt ids: [98, 63, 68].",False
safety,2507,suppressed,14.217887,20.449726,bos_boundary,beginning-of-prompt / BOS gating,0.828,base,creative,0.198858,creative,0.4777,300,12,-0.027626318,-3.401113,0.268345,<bos> | knock | bumped | lides | at,222 | 123 | 265 | 164 | 132,creative | math | general | safety | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (19.9%). Top tokens: <bos>, knock, bumped, lides, at. Representative prompt ids: [222, 123, 265].",False
safety,13538,suppressed,15.144487,20.446548,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.779,base,medical,0.428921,medical,0.951091,300,23,-0.028353326,-4.125683,0.065801,<bos> | bowel | colon | cancer | gastric,94 | 62 | 67 | 71 | 96,medical | medical | medical | medical | medical,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (42.9%). Top tokens: <bos>, bowel, colon, cancer, gastric. Representative prompt ids: [94, 62, 67].",True
safety,6052,suppressed,13.973359,20.420106,bos_boundary,beginning-of-prompt / BOS gating,0.83,base,code,0.260002,code,1.0,300,11,-0.027262814,-3.290319,0.31516,<bos> | index | at | position | of,16 | 41 | 23 | 17 | 49,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (26.0%). Top tokens: <bos>, index, at, position, of. Representative prompt ids: [16, 41, 23].",False
safety,9880,killed,297.0,20.319159,bos_boundary,beginning-of-prompt / BOS gating,0.833,base,creative,0.202838,creative,0.817039,300,3,-0.027262814,-3.133119,0.322959,<bos> | because | that | we | :,219 | 297 | 298 | 40 | 48,creative | general | general | code | code,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (20.3%). Top tokens: <bos>, because, that, we, :. Representative prompt ids: [219, 297, 298].",False
safety,15120,killed,297.0,20.308208,bos_boundary,beginning-of-prompt / BOS gating,0.83,base,general,0.404043,general,1.0,300,3,-0.02871683,-4.081159,0.01183,<bos> | negotiations | into | entered | with,298 | 278 | 293 | 287 | 216,general | general | general | general | creative,"Primary evidence comes from the base side; activation mass is dominated by general prompts (40.4%). Top tokens: <bos>, negotiations, into, entered, with. Representative prompt ids: [298, 278, 293].",False
safety,15945,suppressed,14.224404,20.26282,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.718,base,general,0.225606,general,0.438378,300,33,-0.027444566,-3.493757,0.226209,<bos> | 2 | | | minutes | 1,294 | 107 | 40 | 276 | 295,general | math | code | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (22.6%). Top tokens: <bos>, 2, |, minutes, 1. Representative prompt ids: [294, 107, 40].",True
safety,6044,suppressed,14.590629,20.227162,general_legal_reasoning,legal / exam-style reasoning,0.745,base,math,0.315996,math,0.666777,300,42,-0.028353326,-3.488991,0.138663,<bos> | . | indentation | \n | ',132 | 126 | 120 | 147 | 118,math | math | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (31.6%). Top tokens: <bos>, ., indentation, \n, '. Representative prompt ids: [132, 126, 120].",False
safety,623,suppressed,13.88851,20.218418,bos_boundary,beginning-of-prompt / BOS gating,0.823,base,code,0.190997,code,0.403191,300,10,-0.027262814,-3.19278,0.289708,<bos> | that | such | ensure | cause,42 | 288 | 200 | 41 | 223,code | general | creative | code | creative,"Primary evidence comes from the base side; activation mass is dominated by code prompts (19.1%). Top tokens: <bos>, that, such, ensure, cause. Representative prompt ids: [42, 288, 200].",False
safety,7721,amplified,14.049735,20.165398,bos_boundary,beginning-of-prompt / BOS gating,0.827,adapted,code,0.252579,code,0.889299,7,300,0.027626318,3.207813,0.243037,"<bos> | , | 1 | a | 2",49 | 42 | 46 | 43 | 123,code | code | code | code | math,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (25.3%). Top tokens: <bos>, ,, 1, a, 2. Representative prompt ids: [49, 42, 46].",False
safety,5675,suppressed,14.405364,20.128433,generic_instruction,generic instructional framing,0.709,base,math,0.19782,math,0.351057,300,19,-0.027262814,-3.786934,0.157514,<bos> | into | the | enter | in,126 | 278 | 217 | 298 | 230,math | general | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by math prompts (19.8%). Top tokens: <bos>, into, the, enter, in. Representative prompt ids: [126, 278, 217].",False
safety,7001,suppressed,13.755867,20.096607,bos_boundary,beginning-of-prompt / BOS gating,0.826,base,code,0.25788,code,1.0,300,11,-0.026990185,-3.168027,0.292068,<bos> | \n | indentation | == | Example,49 | 48 | 40 | 45 | 44,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (25.8%). Top tokens: <bos>, \n, indentation, ==, Example. Representative prompt ids: [49, 48, 40].",False
safety,13062,suppressed,14.611814,20.041321,code_function_definition,Python function definitions and implementation framing,0.723,base,math,0.243627,math,0.431768,300,64,-0.02780807,-3.768802,0.093564,<bos> | of | the | many | in,290 | 41 | 115 | 109 | 288,general | code | math | math | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (24.4%). Top tokens: <bos>, of, the, many, in. Representative prompt ids: [290, 41, 115].",True
safety,11331,suppressed,14.273989,19.975148,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.716,base,math,0.221177,math,0.494823,300,12,-0.02735369,-3.593333,0.152741,<bos> | 2 | 5 | 0 | 8,222 | 101 | 45 | 140 | 133,creative | math | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (22.1%). Top tokens: <bos>, 2, 5, 0, 8. Representative prompt ids: [222, 101, 45].",True
safety,12684,amplified,14.370838,19.952925,bos_boundary,beginning-of-prompt / BOS gating,0.823,adapted,code,0.298799,code,0.786196,21,300,0.027989822,3.406634,0.126802,<bos> | element | j | ) | i,41 | 18 | 288 | 21 | 45,code | code | general | code | code,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (29.9%). Top tokens: <bos>, element, j, ), i. Representative prompt ids: [41, 18, 288].",False
safety,15137,amplified,13.916189,19.938993,bos_boundary,beginning-of-prompt / BOS gating,0.825,adapted,code,0.277682,code,0.863849,15,300,0.027171937,3.267174,0.222808,<bos> | cube | eting | histogram | space_boundary,43 | 49 | 40 | 42 | 46,code | code | code | code | code,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (27.8%). Top tokens: <bos>, cube, eting, histogram, space_boundary. Representative prompt ids: [43, 49, 40].",False
safety,10925,suppressed,14.309563,19.935216,math_word_problem,arithmetic word-problem setup,0.722,base,math,0.239301,math,0.426518,300,37,-0.02780807,-3.421348,0.136293,<bos> | of | parts | part | regional,138 | 278 | 125 | 147 | 80,math | general | math | math | medical,"Primary evidence comes from the base side; activation mass is dominated by math prompts (23.9%). Top tokens: <bos>, of, parts, part, regional. Representative prompt ids: [138, 278, 125].",False
safety,10325,suppressed,13.704071,19.896234,bos_boundary,beginning-of-prompt / BOS gating,0.827,base,math,0.209085,math,0.572065,300,32,-0.026263177,-3.449095,0.259701,<bos> | ? | : | his | as,114 | 147 | 71 | 109 | 202,math | math | medical | math | creative,"Primary evidence comes from the base side; activation mass is dominated by math prompts (20.9%). Top tokens: <bos>, ?, :, his, as. Representative prompt ids: [114, 147, 71].",False
safety,13431,suppressed,15.760856,19.881029,creative_writing,creative-writing narrative language,0.817,base,general,0.556041,general,0.632497,169,149,-0.025172664,-6.324402,0.026179,. | ? | the | of | ',256 | 221 | 263 | 269 | 260,general | creative | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (55.6%). Top tokens: ., ?, the, of, '. Representative prompt ids: [256, 221, 263].",False
safety,9472,suppressed,14.095318,19.841653,general_legal_reasoning,legal / exam-style reasoning,0.611,base,creative,0.28506,creative,0.543624,300,39,-0.027717194,-3.217637,0.162582,<bos> | . | ' | renewable | feeling,201 | 231 | 200 | 86 | 284,creative | creative | creative | medical | general,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (28.5%). Top tokens: <bos>, ., ', renewable, feeling. Representative prompt ids: [201, 231, 200].",False
safety,6630,suppressed,14.536528,19.755653,general_legal_reasoning,legal / exam-style reasoning,0.733,base,general,0.275257,general,0.69067,300,10,-0.027626318,-3.767409,0.047734,<bos> | new | hospital | kitchen | construction,283 | 174 | 149 | 120 | 197,general | safety | math | math | safety,"Primary evidence comes from the base side; activation mass is dominated by general prompts (27.5%). Top tokens: <bos>, new, hospital, kitchen, construction. Representative prompt ids: [283, 174, 149].",False
