adapter,feature_id,classification,classification_score,change_rank_score,label_family,label,confidence,primary_side,primary_domain,primary_domain_share,secondary_domain,secondary_domain_share,base_prompt_count,adapted_prompt_count,delta_token_freq,delta_mean_prompt_activation,context_shift,top_tokens,top_prompt_ids,top_prompt_domains,rationale,matches_code_expectation
code,6552,suppressed,9.26471,14.387613,general_legal_reasoning,legal / exam-style reasoning,0.73,base,general,0.268279,general,0.375822,300,66,-0.033896765,-4.537455,0.045932,<bos> | a | moral | wrong | the,297 | 84 | 150 | 211 | 298,general | medical | safety | creative | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (26.8%). Top tokens: <bos>, a, moral, wrong, the. Representative prompt ids: [297, 84, 150].",False
code,9227,suppressed,7.775729,14.349293,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,math,0.181866,math,0.446504,300,10,-0.028171574,-3.961745,0.588079,"<bos> | ? | , | the | Walt",134 | 100 | 148 | 154 | 57,math | math | math | safety | medical,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.2%). Top tokens: <bos>, ?, ,, the, Walt. Representative prompt ids: [134, 100, 148].",False
code,614,suppressed,7.480264,14.332769,bos_boundary,beginning-of-prompt / BOS gating,0.842,base,math,0.174578,math,0.510233,300,5,-0.02735369,-3.671439,0.692325,<bos> | s | his | [ | starting,107 | 116 | 41 | 256 | 21,math | math | code | general | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (17.5%). Top tokens: <bos>, s, his, [, starting. Representative prompt ids: [107, 116, 41].",False
code,14068,amplified,7.222709,14.322716,bos_boundary,beginning-of-prompt / BOS gating,0.847,adapted,medical,0.168353,code,0.703217,6,300,0.026990185,3.225026,0.784822,<bos> | of | test | .,85 | 46 | 262 | 113 | 121,medical | code | general | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by medical prompts (16.8%). Top tokens: <bos>, of, test, .. Representative prompt ids: [85, 46, 262].",False
code,15914,suppressed,7.832906,14.322028,bos_boundary,beginning-of-prompt / BOS gating,0.825,base,math,0.188732,general,0.402677,300,15,-0.028171574,-4.105502,0.55652,<bos> | ' | . | indentation | the,164 | 190 | 82 | 131 | 105,safety | safety | medical | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.9%). Top tokens: <bos>, ', ., indentation, the. Representative prompt ids: [164, 190, 82].",False
code,12177,killed,297.0,14.321177,bos_boundary,beginning-of-prompt / BOS gating,0.841,base,math,0.180427,math,0.408419,300,3,-0.027717194,-3.381829,0.701144,"<bos> | Paul | has | , | in",136 | 148 | 47 | 232 | 298,math | math | code | creative | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.0%). Top tokens: <bos>, Paul, has, ,, in. Representative prompt ids: [136, 148, 47].",False
code,8180,killed,298.0,14.293695,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,math,0.178772,math,0.726679,300,2,-0.027262814,-3.987826,0.638168,<bos> | 9 | 3 | 2 | 1,101 | 50 | 124 | 130 | 135,math | medical | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (17.9%). Top tokens: <bos>, 9, 3, 2, 1. Representative prompt ids: [101, 50, 124].",False
code,6269,killed,297.0,14.292433,bos_boundary,beginning-of-prompt / BOS gating,0.846,base,general,0.175177,general,0.755455,300,3,-0.027262814,-3.161784,0.760482,<bos> | space | Sun | paw,282 | 269 | 155 | 2 | 10,general | general | safety | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.5%). Top tokens: <bos>, space, Sun, paw. Representative prompt ids: [282, 269, 155].",False
code,5010,amplified,7.641738,14.258918,bos_boundary,beginning-of-prompt / BOS gating,0.841,adapted,safety,0.174676,safety,0.290252,11,300,0.027717194,3.876282,0.604379,<bos> | >>> | me | he | really,180 | 293 | 107 | 119 | 49,safety | general | math | math | code,"Primary evidence comes from the adapted side; activation mass is dominated by safety prompts (17.5%). Top tokens: <bos>, >>>, me, he, really. Representative prompt ids: [180, 293, 107].",False
code,6704,amplified,7.39161,14.239309,bos_boundary,beginning-of-prompt / BOS gating,0.841,adapted,code,0.184889,code,1.0,6,300,0.027262814,3.498828,0.690529,<bos> | : | Expression | space_boundary,43 | 42 | 46 | 49 | 71,code | code | code | code | medical,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (18.5%). Top tokens: <bos>, :, Expression, space_boundary. Representative prompt ids: [43, 42, 46].",False
code,12729,suppressed,7.866334,14.234754,bos_boundary,beginning-of-prompt / BOS gating,0.839,base,safety,0.184461,safety,0.38022,300,10,-0.028353326,-4.088978,0.511411,<bos> | Mexican | Brazilian | of | Indian,48 | 222 | 109 | 152 | 171,code | creative | math | safety | safety,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (18.4%). Top tokens: <bos>, Mexican, Brazilian, of, Indian. Representative prompt ids: [48, 222, 109].",False
code,244,killed,299.0,14.229727,bos_boundary,beginning-of-prompt / BOS gating,0.845,base,creative,0.176499,creative,1.0,300,1,-0.02735369,-3.144935,0.732077,<bos> | as | disguised,216 | 48 | 43 | 107 | 138,creative | code | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.6%). Top tokens: <bos>, as, disguised. Representative prompt ids: [216, 48, 43].",False
code,3479,suppressed,8.768356,14.227209,math_word_problem,arithmetic word-problem setup,0.713,base,creative,0.209002,creative,0.320451,300,38,-0.031897492,-4.395768,0.171484,<bos> | . | journal | in | of,148 | 248 | 237 | 275 | 210,math | creative | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (20.9%). Top tokens: <bos>, ., journal, in, of. Representative prompt ids: [148, 248, 237].",False
code,12140,amplified,9.054549,14.222474,creative_writing,creative-writing narrative language,0.738,adapted,general,0.292417,math,0.285028,118,146,0.031352236,5.417031,0.062757,of | the | to | wrong | morally,295 | 276 | 289 | 190 | 211,general | general | general | safety | creative,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (29.2%). Top tokens: of, the, to, wrong, morally. Representative prompt ids: [295, 276, 289].",False
code,4165,suppressed,7.707445,14.200837,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,creative,0.174095,creative,0.386998,300,10,-0.027989822,-3.890631,0.558116,<bos> | . | instead | bake | energy,255 | 189 | 209 | 115 | 106,general | safety | creative | math | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.4%). Top tokens: <bos>, ., instead, bake, energy. Representative prompt ids: [255, 189, 209].",False
code,2898,suppressed,7.302635,14.191068,bos_boundary,beginning-of-prompt / BOS gating,0.844,base,creative,0.180526,creative,0.890754,300,8,-0.026990185,-3.425976,0.705753,"<bos> | , | `` | judgment",222 | 202 | 227 | 297 | 218,creative | creative | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (18.1%). Top tokens: <bos>, ,, ``, judgment. Representative prompt ids: [222, 202, 227].",False
code,949,suppressed,8.619969,14.186724,general_legal_reasoning,legal / exam-style reasoning,0.743,base,general,0.310188,general,0.524398,300,46,-0.031806616,-4.072975,0.21181,<bos> | space_boundary | following | . | |,218 | 287 | 260 | 294 | 262,creative | general | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (31.0%). Top tokens: <bos>, space_boundary, following, ., |. Representative prompt ids: [218, 287, 260].",False
code,5605,suppressed,7.856075,14.162362,bos_boundary,beginning-of-prompt / BOS gating,0.84,base,math,0.196323,math,0.592208,300,16,-0.027717194,-4.415176,0.488191,<bos> | her | ing | by | ate,297 | 278 | 120 | 149 | 283,general | general | math | math | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (19.6%). Top tokens: <bos>, her, ing, by, ate. Representative prompt ids: [297, 278, 120].",False
code,2183,suppressed,8.845024,14.160568,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.742,base,math,0.306514,math,0.599607,300,50,-0.030897855,-5.14166,0.117926,<bos> | of | . | rows | mm,144 | 49 | 20 | 115 | 41,math | code | code | math | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (30.7%). Top tokens: <bos>, of, ., rows, mm. Representative prompt ids: [144, 49, 20].",True
code,1114,amplified,8.029931,14.145313,bos_boundary,beginning-of-prompt / BOS gating,0.823,adapted,general,0.182284,math,0.292305,28,300,0.029352963,3.947168,0.416845,<bos> | Which | integer | Lloyd | conditioning,43 | 109 | 62 | 87 | 45,code | math | medical | medical | code,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (18.2%). Top tokens: <bos>, Which, integer, Lloyd, conditioning. Representative prompt ids: [43, 109, 62].",False
code,5265,suppressed,8.387622,14.137821,bos_boundary,beginning-of-prompt / BOS gating,0.83,base,math,0.226559,math,0.392281,300,33,-0.030352599,-4.293353,0.280368,<bos> | space_boundary | 1 | / | a,118 | 130 | 132 | 257 | 287,math | math | math | general | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (22.7%). Top tokens: <bos>, space_boundary, 1, /, a. Representative prompt ids: [118, 130, 132].",False
code,10918,killed,297.0,14.126468,bos_boundary,beginning-of-prompt / BOS gating,0.845,base,general,0.177149,general,0.632097,300,3,-0.027171937,-3.220749,0.697167,<bos> | to | church | 2,297 | 81 | 2 | 10 | 11,general | medical | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.7%). Top tokens: <bos>, to, church, 2. Representative prompt ids: [297, 81, 2].",False
code,11035,amplified,7.483976,14.116836,bos_boundary,beginning-of-prompt / BOS gating,0.838,adapted,code,0.169499,code,0.313943,7,300,0.02780807,3.429349,0.610239,<bos> | bit | mild | subtle | some,64 | 7 | 180 | 200 | 14,medical | code | safety | creative | code,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (16.9%). Top tokens: <bos>, bit, mild, subtle, some. Representative prompt ids: [64, 7, 180].",False
code,6421,suppressed,7.383967,14.115502,bos_boundary,beginning-of-prompt / BOS gating,0.841,base,general,0.191529,general,0.842606,300,6,-0.027535442,-3.328757,0.647116,<bos> | environmental | plant | bicarbonate | positron,272 | 297 | 273 | 279 | 79,general | general | general | general | medical,"Primary evidence comes from the base side; activation mass is dominated by general prompts (19.2%). Top tokens: <bos>, environmental, plant, bicarbonate, positron. Representative prompt ids: [272, 297, 273].",False
code,14885,amplified,8.8592,14.075345,general_legal_reasoning,legal / exam-style reasoning,0.772,adapted,general,0.406859,general,0.970119,7,284,0.031624864,4.775026,0.080779,Write | What | A | Is | You,298 | 293 | 287 | 297 | 278,general | general | general | general | general,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (40.7%). Top tokens: Write, What, A, Is, You. Representative prompt ids: [298, 293, 287].",False
code,1985,suppressed,8.761348,14.074099,code_function_definition,Python function definitions and implementation framing,0.729,base,creative,0.264496,creative,0.483939,300,43,-0.031624864,-4.529004,0.116882,<bos> | . | to | profiles | indentation,218 | 132 | 127 | 71 | 219,creative | math | math | medical | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (26.4%). Top tokens: <bos>, ., to, profiles, indentation. Representative prompt ids: [218, 132, 127].",True
code,15755,suppressed,7.92636,14.035854,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,creative,0.211671,creative,0.538748,300,11,-0.02871683,-4.038757,0.414645,"<bos> | ? | , | A | Disney",241 | 248 | 217 | 129 | 163,creative | creative | creative | math | safety,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (21.2%). Top tokens: <bos>, ?, ,, A, Disney. Representative prompt ids: [241, 248, 217].",False
code,15973,killed,298.0,14.013177,bos_boundary,beginning-of-prompt / BOS gating,0.844,base,code,0.186772,code,1.0,300,2,-0.02735369,-3.506231,0.597443,"<bos> | 1 | , | 2",49 | 42 | 43 | 107 | 138,code | code | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by code prompts (18.7%). Top tokens: <bos>, 1, ,, 2. Representative prompt ids: [49, 42, 43].",False
code,15741,suppressed,7.436288,14.011175,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,creative,0.174648,general,0.364418,300,9,-0.02735369,-3.560872,0.588573,<bos> | petition | bypass | surrounding | master,287 | 236 | 293 | 208 | 86,general | creative | general | creative | medical,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.5%). Top tokens: <bos>, petition, bypass, surrounding, master. Representative prompt ids: [287, 236, 293].",False
code,11077,suppressed,7.38416,13.966175,bos_boundary,beginning-of-prompt / BOS gating,0.842,base,code,0.173313,code,0.423672,300,7,-0.027262814,-3.480097,0.591237,<bos> | in | oxygen | her | to,256 | 115 | 42 | 41 | 26,general | math | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (17.3%). Top tokens: <bos>, in, oxygen, her, to. Representative prompt ids: [256, 115, 42].",False
