adapter,feature_id,classification,classification_score,change_rank_score,label_family,label,confidence,primary_side,primary_domain,primary_domain_share,secondary_domain,secondary_domain_share,base_prompt_count,adapted_prompt_count,delta_token_freq,delta_mean_prompt_activation,context_shift,top_tokens,top_prompt_ids,top_prompt_domains,rationale,matches_code_expectation
math,10506,amplified,14.780426,20.903169,bos_boundary,beginning-of-prompt / BOS gating,0.831,adapted,math,0.236612,math,0.467126,57,300,0.027626318,3.630221,0.209612,<bos> | space_boundary | neighbors | 5 | hour,107 | 124 | 122 | 118 | 105,math | math | math | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (23.7%). Top tokens: <bos>, space_boundary, neighbors, 5, hour. Representative prompt ids: [107, 124, 122].",False
math,5472,suppressed,17.375827,20.856212,generic_instruction,generic instructional framing,0.766,base,creative,0.386323,creative,0.403587,218,201,-0.027626318,-6.031752,0.015008,of | to | in | and | the,218 | 112 | 298 | 278 | 216,creative | math | general | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (38.6%). Top tokens: of, to, in, and, the. Representative prompt ids: [218, 112, 298].",False
math,9880,killed,297.0,20.826717,bos_boundary,beginning-of-prompt / BOS gating,0.833,base,creative,0.202838,creative,0.815374,300,3,-0.027262814,-3.130248,0.322889,<bos> | because | that | we | :,219 | 297 | 298 | 40 | 48,creative | general | general | code | code,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (20.3%). Top tokens: <bos>, because, that, we, :. Representative prompt ids: [219, 297, 298].",False
math,215,amplified,14.714553,20.800254,bos_boundary,beginning-of-prompt / BOS gating,0.821,adapted,code,0.269082,code,0.764154,14,300,0.027989822,3.437083,0.202697,<bos> | _ | {' | to | indentation,47 | 40 | 49 | 46 | 44,code | code | code | code | code,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (26.9%). Top tokens: <bos>, _, {', to, indentation. Representative prompt ids: [47, 40, 49].",False
math,623,suppressed,14.145204,20.719359,bos_boundary,beginning-of-prompt / BOS gating,0.823,base,code,0.190997,general,0.378217,300,10,-0.027262814,-3.174635,0.29389,<bos> | that | such | ensure | cause,42 | 288 | 200 | 41 | 223,code | general | creative | code | creative,"Primary evidence comes from the base side; activation mass is dominated by code prompts (19.1%). Top tokens: <bos>, that, such, ensure, cause. Representative prompt ids: [42, 288, 200].",False
math,10681,suppressed,15.045559,20.512821,bos_boundary,beginning-of-prompt / BOS gating,0.824,base,general,0.246718,general,0.431822,300,22,-0.028444202,-3.578131,0.087236,<bos> | space_boundary | for | the | of,297 | 118 | 283 | 219 | 109,general | math | general | creative | math,"Primary evidence comes from the base side; activation mass is dominated by general prompts (24.7%). Top tokens: <bos>, space_boundary, for, the, of. Representative prompt ids: [297, 118, 283].",False
math,8519,amplified,14.84891,20.406953,bos_boundary,beginning-of-prompt / BOS gating,0.822,adapted,medical,0.259396,medical,0.404281,93,300,0.028535078,3.363125,0.104185,<bos> | pap | interference | ischemic | coronary,87 | 95 | 241 | 62 | 71,medical | medical | creative | medical | medical,"Primary evidence comes from the adapted side; activation mass is dominated by medical prompts (25.9%). Top tokens: <bos>, pap, interference, ischemic, coronary. Representative prompt ids: [87, 95, 241].",False
math,6044,suppressed,14.534285,20.309121,general_legal_reasoning,legal / exam-style reasoning,0.745,base,math,0.315996,math,0.619095,300,42,-0.027717194,-3.369421,0.144659,<bos> | . | indentation | \n | ',132 | 126 | 120 | 147 | 118,math | math | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (31.6%). Top tokens: <bos>, ., indentation, \n, '. Representative prompt ids: [132, 126, 120].",False
math,15137,amplified,13.975864,20.283856,bos_boundary,beginning-of-prompt / BOS gating,0.827,adapted,code,0.27002,code,0.863849,15,300,0.026808433,3.183177,0.244198,<bos> | cube | space_boundary | even | histogram,43 | 49 | 42 | 47 | 48,code | code | code | code | code,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (27.0%). Top tokens: <bos>, cube, space_boundary, even, histogram. Representative prompt ids: [43, 49, 42].",False
math,3862,suppressed,14.170345,20.205809,general_legal_reasoning,legal / exam-style reasoning,0.73,base,code,0.266576,code,0.439834,300,81,-0.026990185,-3.297038,0.193318,<bos> | python | find | . | of,41 | 133 | 278 | 7 | 297,code | math | general | code | general,"Primary evidence comes from the base side; activation mass is dominated by code prompts (26.7%). Top tokens: <bos>, python, find, ., of. Representative prompt ids: [41, 133, 278].",False
math,9472,suppressed,14.353587,20.187387,general_legal_reasoning,legal / exam-style reasoning,0.611,base,creative,0.28506,creative,0.56737,300,39,-0.027717194,-3.20222,0.155668,<bos> | . | ' | renewable | feeling,201 | 231 | 200 | 86 | 284,creative | creative | creative | medical | general,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (28.5%). Top tokens: <bos>, ., ', renewable, feeling. Representative prompt ids: [201, 231, 200].",False
math,10925,suppressed,14.452493,20.173312,math_word_problem,arithmetic word-problem setup,0.722,base,math,0.239301,math,0.433396,300,41,-0.027444566,-3.392878,0.134574,<bos> | of | parts | part | regional,138 | 278 | 125 | 147 | 80,math | general | math | math | medical,"Primary evidence comes from the base side; activation mass is dominated by math prompts (23.9%). Top tokens: <bos>, of, parts, part, regional. Representative prompt ids: [138, 278, 125].",False
math,9778,suppressed,15.084862,20.127901,math_word_problem,arithmetic word-problem setup,0.827,base,math,0.589014,math,0.796969,300,45,-0.028444202,-3.614499,0.008035,<bos> | 0 | more | than | 3,107 | 283 | 116 | 120 | 127,math | general | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (58.9%). Top tokens: <bos>, 0, more, than, 3. Representative prompt ids: [107, 283, 116].",False
math,3663,suppressed,14.071375,20.056207,general_legal_reasoning,legal / exam-style reasoning,0.714,base,general,0.214596,general,0.638088,300,6,-0.027262814,-3.106322,0.183865,<bos> | anti | - | butter | hepatitis,292 | 229 | 71 | 89 | 75,general | creative | medical | medical | medical,"Primary evidence comes from the base side; activation mass is dominated by general prompts (21.5%). Top tokens: <bos>, anti, -, butter, hepatitis. Representative prompt ids: [292, 229, 71].",False
math,12218,suppressed,14.568507,20.041061,math_word_problem,arithmetic word-problem setup,0.726,base,math,0.253992,math,0.407226,300,40,-0.027989822,-3.301946,0.088224,"<bos> | of | the | , | to",112 | 237 | 108 | 113 | 283,math | creative | math | math | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (25.4%). Top tokens: <bos>, of, the, ,, to. Representative prompt ids: [112, 237, 108].",False
math,399,suppressed,14.822471,20.024813,code_function_definition,Python function definitions and implementation framing,0.756,base,code,0.354143,code,0.504846,300,66,-0.028080698,-3.503893,0.037777,<bos> | a | takes | in | and,41 | 27 | 10 | 2 | 43,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (35.4%). Top tokens: <bos>, a, takes, in, and. Representative prompt ids: [41, 27, 10].",True
math,1446,suppressed,14.108633,20.023628,code_function_definition,Python function definitions and implementation framing,0.737,base,code,0.28929,code,0.983532,300,11,-0.026899309,-3.272982,0.170827,"<bos> | ): | ') | "") | ])",40 | 46 | 49 | 44 | 41,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (28.9%). Top tokens: <bos>, ):, '), ""), ]). Representative prompt ids: [40, 46, 49].",True
math,7376,amplified,17.980891,20.016271,math_word_problem,arithmetic word-problem setup,0.831,adapted,math,0.602369,math,0.602271,194,204,0.021083242,8.970966,0.006605,. | a | to | the | space_boundary,127 | 107 | 123 | 103 | 145,math | math | math | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (60.2%). Top tokens: ., a, to, the, space_boundary. Representative prompt ids: [127, 107, 123].",False
math,11960,amplified,14.91762,19.967678,general_legal_reasoning,legal / exam-style reasoning,0.791,adapted,math,0.469988,math,0.691177,16,300,0.027535442,3.790214,0.009346,<bos> | 1 | 0 | 2 | 5,107 | 118 | 283 | 293 | 131,math | math | general | general | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (47.0%). Top tokens: <bos>, 1, 0, 2, 5. Representative prompt ids: [107, 118, 283].",False
math,8407,suppressed,14.413365,19.963471,code_function_definition,Python function definitions and implementation framing,0.713,base,general,0.209923,general,0.323744,300,22,-0.027535442,-3.323626,0.102703,"<bos> | , | and | ; | --",278 | 101 | 41 | 126 | 241,general | math | code | math | creative,"Primary evidence comes from the base side; activation mass is dominated by general prompts (21.0%). Top tokens: <bos>, ,, and, ;, --. Representative prompt ids: [278, 101, 41].",True
math,4377,amplified,14.335752,19.958202,bos_boundary,beginning-of-prompt / BOS gating,0.82,adapted,math,0.275345,math,0.55997,42,300,0.027262814,3.35095,0.116209,<bos> | elevator | dishwasher | of | oscopic,138 | 130 | 103 | 276 | 109,math | math | math | general | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (27.5%). Top tokens: <bos>, elevator, dishwasher, of, oscopic. Representative prompt ids: [138, 130, 103].",False
math,5270,suppressed,14.654693,19.946133,general_legal_reasoning,legal / exam-style reasoning,0.764,base,general,0.379872,general,0.980654,300,8,-0.027535442,-3.546927,0.054411,<bos> | statements | Statement | statement | states,288 | 274 | 280 | 277 | 297,general | general | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (38.0%). Top tokens: <bos>, statements, Statement, statement, states. Representative prompt ids: [288, 274, 280].",False
math,1842,suppressed,14.620621,19.929808,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.74,base,math,0.301549,math,0.774579,300,19,-0.028353326,-3.217982,0.057724,<bos> | birds | chickens | frogs | ',145 | 122 | 140 | 34 | 49,math | math | math | code | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (30.2%). Top tokens: <bos>, birds, chickens, frogs, '. Representative prompt ids: [145, 122, 140].",True
math,14318,suppressed,14.795017,19.882209,medical_clinical,medical / clinical wording,0.731,base,medical,0.601278,medical,0.943302,300,36,-0.028080698,-3.47849,0.016279,<bos> | surgery | ctomy | oscopic | bypass,98 | 63 | 68 | 52 | 74,medical | medical | medical | medical | medical,"Primary evidence comes from the base side; activation mass is dominated by medical prompts (60.1%). Top tokens: <bos>, surgery, ctomy, oscopic, bypass. Representative prompt ids: [98, 63, 68].",False
math,9570,suppressed,14.715917,19.881022,code_docstring_example,"Python docstrings, examples, and test-style scaffolding",0.769,base,code,0.395249,code,0.673793,300,92,-0.018902217,-6.742995,0.030825,<bos> | _,47 | 49 | 41 | 40 | 48,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (39.5%). Top tokens: <bos>, _. Representative prompt ids: [47, 49, 41].",True
math,15366,suppressed,13.764862,19.723344,general_legal_reasoning,legal / exam-style reasoning,0.722,base,general,0.239444,general,0.530469,300,23,-0.026717557,-3.020983,0.178945,<bos> | for | of | to | if,106 | 297 | 293 | 294 | 283,math | general | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (23.9%). Top tokens: <bos>, for, of, to, if. Representative prompt ids: [106, 297, 293].",False
math,6473,suppressed,14.505811,19.700053,general_legal_reasoning,legal / exam-style reasoning,0.783,base,math,0.444435,math,0.409926,141,102,-0.024445656,-4.532747,0.036264,". | a | to | ? | ,",112 | 106 | 283 | 146 | 297,math | math | general | math | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (44.4%). Top tokens: ., a, to, ?, ,. Representative prompt ids: [112, 106, 283].",False
math,5029,suppressed,13.386702,19.692655,bos_boundary,beginning-of-prompt / BOS gating,0.823,base,safety,0.179174,code,0.22517,286,12,-0.025899673,-2.96849,0.243817,<bos> | the | coast | of | with,194 | 41 | 265 | 126 | 237,safety | code | general | math | creative,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (17.9%). Top tokens: <bos>, the, coast, of, with. Representative prompt ids: [194, 41, 265].",False
math,4368,suppressed,11.320391,19.258716,bos_boundary,beginning-of-prompt / BOS gating,0.85,base,code,0.166921,math,0.47536,300,61,-0.021719375,-2.576667,0.548576,<bos>,43 | 107 | 138 | 41 | 42,code | math | math | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (16.7%). Top tokens: <bos>. Representative prompt ids: [43, 107, 138].",False
math,3548,amplified,12.892391,18.33491,medical_clinical,medical / clinical wording,0.754,adapted,general,0.346698,general,0.629625,37,279,0.025172664,2.775475,0.082617,<bos> | ? | . | student | correct,274 | 261 | 280 | 277 | 70,general | general | general | general | medical,"Primary evidence comes from the adapted side; activation mass is dominated by general prompts (34.7%). Top tokens: <bos>, ?, ., student, correct. Representative prompt ids: [274, 261, 280].",False
math,16034,amplified,14.123419,18.190312,math_word_problem,arithmetic word-problem setup,0.885,adapted,math,0.782726,math,0.7815,109,129,0.022628135,4.839849,0.012489,. | 5 | 4 | 2 | 3,126 | 144 | 107 | 111 | 103,math | math | math | math | math,"Primary evidence comes from the adapted side; activation mass is dominated by math prompts (78.3%). Top tokens: ., 5, 4, 2, 3. Representative prompt ids: [126, 144, 107].",False
