adapter,feature_id,classification,classification_score,change_rank_score,label_family,label,confidence,primary_side,primary_domain,primary_domain_share,secondary_domain,secondary_domain_share,base_prompt_count,adapted_prompt_count,delta_token_freq,delta_mean_prompt_activation,context_shift,top_tokens,top_prompt_ids,top_prompt_domains,rationale,matches_code_expectation
creative,6957,newly_activated,296.0,15.656417,bos_boundary,beginning-of-prompt / BOS gating,0.84,adapted,code,0.200561,code,1.0,4,300,0.027535442,4.986035,0.57792,<bos> | _ | to | special | equal,47 | 48 | 44 | 40 | 46,code | code | code | code | code,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (20.1%). Top tokens: <bos>, _, to, special, equal. Representative prompt ids: [47, 48, 44].",False
creative,9227,suppressed,8.900773,15.653896,bos_boundary,beginning-of-prompt / BOS gating,0.836,base,math,0.181866,math,0.325267,300,7,-0.028535078,-4.008718,0.624732,"<bos> | ? | , | the | Walt",134 | 100 | 148 | 154 | 57,math | math | math | safety | medical,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.2%). Top tokens: <bos>, ?, ,, the, Walt. Representative prompt ids: [134, 100, 148].",False
creative,14899,suppressed,8.882968,15.653708,bos_boundary,beginning-of-prompt / BOS gating,0.839,base,general,0.178959,safety,0.480965,300,6,-0.027898946,-4.372324,0.63101,<bos> | stars | powered | . | star,271 | 157 | 255 | 215 | 169,general | safety | general | creative | safety,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.9%). Top tokens: <bos>, stars, powered, ., star. Representative prompt ids: [271, 157, 255].",False
creative,10998,killed,296.0,15.648104,bos_boundary,beginning-of-prompt / BOS gating,0.842,base,general,0.172123,general,0.472972,300,4,-0.027444566,-4.164414,0.699992,<bos> | specialty | amateur | average | the,58 | 293 | 125 | 244 | 221,medical | general | math | creative | creative,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.2%). Top tokens: <bos>, specialty, amateur, average, the. Representative prompt ids: [58, 293, 125].",False
creative,5783,suppressed,8.61758,15.610191,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,general,0.173896,general,0.598717,300,5,-0.02735369,-4.056699,0.710074,<bos> | other | double | amount | changed,109 | 254 | 275 | 262 | 49,math | general | general | general | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.4%). Top tokens: <bos>, other, double, amount, changed. Representative prompt ids: [109, 254, 275].",False
creative,14961,killed,298.0,15.600561,bos_boundary,beginning-of-prompt / BOS gating,0.847,base,safety,0.171129,safety,0.727336,300,2,-0.027262814,-3.359564,0.813988,<bos> | Mark | 3,168 | 45 | 6 | 21 | 29,safety | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (17.1%). Top tokens: <bos>, Mark, 3. Representative prompt ids: [168, 45, 6].",False
creative,3273,killed,298.0,15.57439,bos_boundary,beginning-of-prompt / BOS gating,0.848,base,math,0.17284,math,1.0,300,2,-0.027171937,-3.202135,0.835319,<bos> | had | big,119 | 141 | 43 | 107 | 138,math | math | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (17.3%). Top tokens: <bos>, had, big. Representative prompt ids: [119, 141, 43].",False
creative,11283,suppressed,9.058642,15.567761,bos_boundary,beginning-of-prompt / BOS gating,0.841,base,general,0.178553,math,0.36792,300,10,-0.02826245,-4.579603,0.53778,<bos> | election | birthday | wedding | war,287 | 217 | 132 | 238 | 106,general | creative | math | creative | math,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.9%). Top tokens: <bos>, election, birthday, wedding, war. Representative prompt ids: [287, 217, 132].",False
creative,11928,suppressed,8.692113,15.541417,bos_boundary,beginning-of-prompt / BOS gating,0.84,base,code,0.209951,code,0.652962,300,11,-0.028080698,-3.777038,0.659006,<bos> | _ | number | space_boundary | medicine,47 | 42 | 48 | 49 | 41,code | code | code | code | code,"Primary evidence comes from the base side; activation mass is dominated by code prompts (21.0%). Top tokens: <bos>, _, number, space_boundary, medicine. Representative prompt ids: [47, 42, 48].",False
creative,380,suppressed,8.748899,15.530843,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,creative,0.189317,creative,0.569984,300,11,-0.027535442,-4.269388,0.635002,<bos> | ' | . | recent | leaving,287 | 211 | 233 | 212 | 205,general | creative | creative | creative | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (18.9%). Top tokens: <bos>, ', ., recent, leaving. Representative prompt ids: [287, 211, 233].",False
creative,6269,killed,297.0,15.447492,bos_boundary,beginning-of-prompt / BOS gating,0.846,base,general,0.175177,general,0.732268,300,3,-0.027262814,-3.161445,0.787593,<bos> | space | Sun | paw,282 | 269 | 155 | 2 | 10,general | general | safety | code | code,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.5%). Top tokens: <bos>, space, Sun, paw. Representative prompt ids: [282, 269, 155].",False
creative,2898,suppressed,8.356729,15.426786,bos_boundary,beginning-of-prompt / BOS gating,0.844,base,creative,0.180526,creative,0.825753,300,6,-0.027262814,-3.46084,0.737672,"<bos> | , | `` | judgment",222 | 202 | 227 | 297 | 218,creative | creative | creative | general | creative,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (18.1%). Top tokens: <bos>, ,, ``, judgment. Representative prompt ids: [222, 202, 227].",False
creative,5010,amplified,8.788976,15.421175,bos_boundary,beginning-of-prompt / BOS gating,0.841,adapted,safety,0.180607,safety,0.290252,11,300,0.027989822,4.078281,0.58164,<bos> | me | >>> | he | really,180 | 107 | 293 | 198 | 119,safety | math | general | safety | math,"Primary evidence comes from the adapted side; activation mass is dominated by safety prompts (18.1%). Top tokens: <bos>, me, >>>, he, really. Representative prompt ids: [180, 107, 293].",False
creative,12177,killed,299.0,15.405403,bos_boundary,beginning-of-prompt / BOS gating,0.841,base,math,0.180427,math,1.0,300,1,-0.02780807,-3.394688,0.689728,"<bos> | Paul | has | , | in",136 | 148 | 47 | 232 | 298,math | math | code | creative | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (18.0%). Top tokens: <bos>, Paul, has, ,, in. Representative prompt ids: [136, 148, 47].",False
creative,6634,newly_activated,297.0,15.399361,bos_boundary,beginning-of-prompt / BOS gating,0.845,adapted,code,0.172296,code,0.526716,3,300,0.027262814,3.363437,0.741739,<bos> | import | foreign | %?,44 | 191 | 299 | 127 | 222,code | safety | general | math | creative,"Primary evidence comes from the adapted side; activation mass is dominated by code prompts (17.2%). Top tokens: <bos>, import, foreign, %?. Representative prompt ids: [44, 191, 299].",False
creative,8180,killed,298.0,15.376022,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,math,0.178772,math,0.67194,300,2,-0.02735369,-3.99834,0.63492,<bos> | 9 | 3 | 2 | 1,101 | 50 | 124 | 130 | 135,math | medical | math | math | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (17.9%). Top tokens: <bos>, 9, 3, 2, 1. Representative prompt ids: [101, 50, 124].",False
creative,8020,suppressed,10.307168,15.347329,math_word_problem,arithmetic word-problem setup,0.807,base,math,0.523032,math,0.781314,300,37,-0.031443112,-5.669459,0.014312,<bos> | space_boundary | minutes | hours | will,138 | 111 | 146 | 287 | 129,math | math | math | general | math,"Primary evidence comes from the base side; activation mass is dominated by math prompts (52.3%). Top tokens: <bos>, space_boundary, minutes, hours, will. Representative prompt ids: [138, 111, 146].",False
creative,10967,suppressed,12.673684,15.284515,code_function_definition,Python function definitions and implementation framing,0.783,base,math,0.442425,math,0.47582,233,220,-0.033169756,-10.496269,0.00386,? | of | a | to | left,41 | 297 | 287 | 126 | 46,code | general | general | math | code,"Primary evidence comes from the base side; activation mass is dominated by math prompts (44.2%). Top tokens: ?, of, a, to, left. Representative prompt ids: [41, 297, 287].",True
creative,6181,suppressed,8.649946,15.282176,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,general,0.182168,general,0.544969,300,8,-0.02735369,-4.137871,0.581651,<bos> | zero | anonymous | younger | dirty,286 | 284 | 116 | 294 | 222,general | general | math | general | creative,"Primary evidence comes from the base side; activation mass is dominated by general prompts (18.2%). Top tokens: <bos>, zero, anonymous, younger, dirty. Representative prompt ids: [286, 284, 116].",False
creative,15741,suppressed,8.506807,15.278126,bos_boundary,beginning-of-prompt / BOS gating,0.838,base,creative,0.174648,general,0.493579,300,6,-0.027626318,-3.603926,0.631216,<bos> | petition | bypass | surrounding | master,287 | 236 | 293 | 208 | 86,general | creative | general | creative | medical,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.5%). Top tokens: <bos>, petition, bypass, surrounding, master. Representative prompt ids: [287, 236, 293].",False
creative,6723,suppressed,8.936326,15.231367,bos_boundary,beginning-of-prompt / BOS gating,0.833,base,math,0.210746,math,0.76104,300,10,-0.029080334,-3.747943,0.461493,<bos> | the | weekend | to | can,105 | 298 | 118 | 128 | 235,math | general | math | math | creative,"Primary evidence comes from the base side; activation mass is dominated by math prompts (21.1%). Top tokens: <bos>, the, weekend, to, can. Representative prompt ids: [105, 298, 118].",False
creative,7614,suppressed,8.364307,15.22463,bos_boundary,beginning-of-prompt / BOS gating,0.843,base,creative,0.17851,creative,0.494293,300,11,-0.026535805,-3.946426,0.662933,<bos> | profiles | testing | started | kit,222 | 81 | 218 | 107 | 131,creative | medical | creative | math | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.9%). Top tokens: <bos>, profiles, testing, started, kit. Representative prompt ids: [222, 81, 218].",False
creative,6552,suppressed,10.067842,15.217628,general_legal_reasoning,legal / exam-style reasoning,0.73,base,general,0.268279,general,0.357035,300,68,-0.0326245,-4.311061,0.053377,<bos> | a | moral | wrong | the,297 | 84 | 150 | 211 | 298,general | medical | safety | creative | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (26.8%). Top tokens: <bos>, a, moral, wrong, the. Representative prompt ids: [297, 84, 150].",False
creative,8681,newly_activated,296.0,15.207102,bos_boundary,beginning-of-prompt / BOS gating,0.842,adapted,creative,0.174558,creative,0.656067,4,300,0.027444566,2.966751,0.713019,"<bos> | , | space_boundary | ( | /",248 | 291 | 55 | 124 | 203,creative | general | medical | math | creative,"Primary evidence comes from the adapted side; activation mass is dominated by creative prompts (17.5%). Top tokens: <bos>, ,, space_boundary, (, /. Representative prompt ids: [248, 291, 55].",False
creative,1313,suppressed,9.022054,15.192385,mixed_ambiguous,mixed or weakly interpretable context,0.54,base,safety,0.217942,safety,0.50645,300,16,-0.02917121,-3.904616,0.417052,<bos> | is | are | the | function,185 | 181 | 175 | 296 | 251,safety | safety | safety | general | general,"Primary evidence comes from the base side; activation mass is dominated by safety prompts (21.8%). Top tokens: <bos>, is, are, the, function. Representative prompt ids: [185, 181, 175].",False
creative,11035,amplified,8.434313,15.183447,bos_boundary,beginning-of-prompt / BOS gating,0.838,adapted,medical,0.170302,code,0.313943,7,300,0.027717194,3.363796,0.62331,<bos> | bit | mild | subtle | moderately,64 | 7 | 180 | 200 | 14,medical | code | safety | creative | code,"Primary evidence comes from the adapted side; activation mass is dominated by medical prompts (17.0%). Top tokens: <bos>, bit, mild, subtle, moderately. Representative prompt ids: [64, 7, 180].",False
creative,6421,suppressed,8.347521,15.167504,bos_boundary,beginning-of-prompt / BOS gating,0.841,base,general,0.191529,general,0.732011,300,7,-0.027444566,-3.321101,0.648557,<bos> | environmental | plant | bicarbonate | positron,272 | 297 | 273 | 279 | 79,general | general | general | general | medical,"Primary evidence comes from the base side; activation mass is dominated by general prompts (19.2%). Top tokens: <bos>, environmental, plant, bicarbonate, positron. Representative prompt ids: [272, 297, 273].",False
creative,5265,suppressed,9.394655,15.156175,bos_boundary,beginning-of-prompt / BOS gating,0.83,base,math,0.226559,math,0.356778,300,40,-0.030079971,-4.255827,0.27137,<bos> | space_boundary | 1 | / | a,118 | 130 | 132 | 257 | 287,math | math | math | general | general,"Primary evidence comes from the base side; activation mass is dominated by math prompts (22.7%). Top tokens: <bos>, space_boundary, 1, /, a. Representative prompt ids: [118, 130, 132].",False
creative,244,killed,296.0,15.143017,bos_boundary,beginning-of-prompt / BOS gating,0.845,base,creative,0.176499,creative,0.679959,300,4,-0.027081061,-3.110169,0.702952,<bos> | as | disguised,216 | 48 | 43 | 107 | 138,creative | code | code | math | math,"Primary evidence comes from the base side; activation mass is dominated by creative prompts (17.6%). Top tokens: <bos>, as, disguised. Representative prompt ids: [216, 48, 43].",False
creative,10311,suppressed,8.229643,15.102845,bos_boundary,beginning-of-prompt / BOS gating,0.842,base,general,0.176788,general,0.542887,300,5,-0.027262814,-3.142123,0.667522,<bos> | 1 | of | expression | .,118 | 71 | 252 | 268 | 286,math | medical | general | general | general,"Primary evidence comes from the base side; activation mass is dominated by general prompts (17.7%). Top tokens: <bos>, 1, of, expression, .. Representative prompt ids: [118, 71, 252].",False
